,station_id,description,lon,lat,height
1572,H361,BECKUM-UNTERBERG,8.05,51.72,120.0
1573,H477,WUENNENBERG-EILERN,8.78,51.53,312.0
1574,H591,BRILON-THÜLEN,8.65,51.42,457.0
1575,H718,JUELICH (KLAERANLAGE,6.33,50.93,76.0
1576,H889,BURBACH-WUERGENDORF,8.13,50.77,413.0
1577,K017,HILGENROTH,7.65,50.73,295.0
1578,K212,ROTH BEI PRUEM,6.38,50.3,593.0
1579,K317,WEISSENSEIFEN,6.55,50.15,530.0
1580,K431,MEISBURG,6.67,50.1,523.0
1581,K550,ENTENPFUHL,7.58,49.9,610.0
1582,K701,KIRF-BEUREN,6.45,49.57,325.0
1583,K881,BAD DUERKHEIM,8.18,49.47,107.0
1584,L113,KORBACH-RHENA,8.78,51.28,458.0
1585,L286,SONTRA,9.92,51.05,365.0
1586,L464,ALSFELD-EIFA,9.33,50.73,300.0
1587,L631,MUENZENBERG-GAMBACH,8.73,50.45,155.0
1588,L781,"SODEN,BAD-SALMUENSTE",9.37,50.27,145.0
1589,L926,LAUTERTAL/ODENWALD-R,8.68,49.72,208.0
1590,M301,SUEDEICHSFELD-WENDEH,10.25,51.17,290.0
1591,M557,BUCHA,11.5,50.87,310.0
1592,M805,BIRX,10.05,50.53,745.0
1593,N135,WINTERFELD-SALLENTHI,11.25,52.77,35.0
1594,N426,WEISSENFELS-WENGELSD,12.05,51.27,92.0
1595,N601,SCHIERKE,10.65,51.77,609.0
1596,N977,ZEITZ,12.13,51.07,170.0
1597,O322,GRIMMA-KLEINBOTHEN,12.77,51.18,134.0
1598,O580,DUERRHENNERSDORF,14.62,51.07,332.0
1599,O877,STUETZENGRUEN-HUNDSH,12.57,50.55,604.0
1600,P032,AUBSTADT,10.45,50.33,304.0
1601,P073,"STEBEN, BAD",11.62,50.37,608.0
1602,P122,HAMMELBURG,9.92,50.12,220.0
1603,P173,PRESSECK,11.55,50.23,640.0
1604,P222,ALTERTHEIM-OBERALTER,9.77,49.73,300.0
1605,P266,LAUF/PEGNITZ (KLAERA,11.27,49.5,310.0
1606,P306,COLMBERG-BINZWANGEN,10.37,49.38,434.0
1607,P348,NEUMARKT/OBERPFALZ,11.45,49.28,420.0
1608,P376,NEUNBURG VORM WALD-E,12.45,49.37,420.0
1609,P422,ROTHSEE BEI ALLERSBE,11.18,49.22,376.0
1610,P467,WIESENFELDEN-UTZENZE,12.55,49.03,680.0
1611,P532,KOESCHING,11.48,48.83,416.0
1612,P576,"MOOS,KR. DEGGENDORF-",12.97,48.78,320.0
1613,P626,DASING (KLAERANLAGE),11.07,48.38,460.0
1614,P663,MAMMING-SCHNEIDERBER,12.62,48.62,447.0
1615,P688,ROTTHALMUENSTER (LAN,13.18,48.37,387.0
1616,P765,ISEN-WESTACH,12.03,48.2,550.0
1617,P811,OBERSTAUFEN-THALKIRC,10.08,47.57,748.0
1618,P856,HOLZKIRCHEN,11.7,47.88,685.0
1619,P894,WAGING AM SEE-SCHNOE,12.77,47.97,470.0
1620,P927,HINDELANG-UNTERJOCH,10.43,47.57,1015.0
1621,P949,MITTENWALD/OBB.,11.27,47.43,923.0
1622,P973,TEISENDORF-NEUKIRCHE,12.77,47.82,780.0
1623,P991,PIDING,12.92,47.77,458.0
1624,Q060,STOCKACH,9.02,47.87,532.0
1625,Q221,EPPINGEN-ELSENZ,8.85,49.17,220.0
1626,Q340,VAIHINGEN/ ENZ,8.95,48.92,200.0
1627,Q411,BADEN-BADEN-GEROLDSA,8.25,48.73,240.0
1628,Q522,BAIERSBRONN-MITTELTA,8.32,48.52,596.0
1629,Q651,HECHINGEN,8.98,48.38,522.0
1630,Q716,SIMONSWALD-OBERSIMON,8.08,48.08,419.0
1631,Q788,SIGMARINGEN-LAIZ,9.18,48.07,580.0
1632,Q887,MUELLHEIM,7.63,47.82,273.0
1633,Q951,SIPPLINGEN (SWN),9.1,47.82,705.0
1634,Z909,SCHWARZENBERG,10.42,47.43,1355.0
1635,Z932,SPITZINGSEE,11.88,47.67,1100.0
1636,03930,LIVERPOOL,-2.87,53.33,26.0
1637,10747,KAISERSBACH-CRONHUET,9.68,48.92,489.0
1638,16090,VERONA,10.87,45.38,67.0
1639,26544,DAUGAVPILS,26.62,55.87,134.0
1640,26961,BOBRUISK,29.13,53.22,135.0
1641,33325,ZHYTOMYR,28.67,50.28,136.0
1642,33761,LYUBASHEVKA,30.27,47.85,139.0
1643,03716,ST. ATHAN /WALES,-3.43,51.4,50.0
1644,01347,SOGNDAL,7.13,61.15,497.0
1645,02435,BORLANGE,15.5,60.43,145.0
1646,02651,KRISTIANSTAD,14.08,55.92,23.0
1647,03135,PRESTWICK,-4.6,55.5,20.0
1648,03492,NORWICH-W.C.,1.3,52.63,14.0
1649,03865,SOUTHAMPTON,-1.4,50.9,9.0
1650,06062,SKIVE,9.17,56.55,23.0
1651,06775,LUGANO,8.9,46.0,279.0
1652,08227,MADRID,-3.45,40.48,607.0
1653,10063,PUTTGARDEN,11.22,54.5,1.0
1654,10272,WITTSTOCK,12.52,53.18,72.0
1655,10382,BERLIN-TEGEL,13.32,52.57,37.0
1656,10466,HALLE,11.95,51.52,96.0
1657,10535,WAHLEN,9.13,50.82,349.0
1658,10684,HOF/FLUGHAFEN,11.85,50.28,585.0
1659,10947,MEMMINGEN,10.23,47.98,634.0
1660,11172,MARIAZELL,15.32,47.77,875.0
1661,12336,POWIDZ,17.85,52.37,113.0
1662,14551,DOBOJ,18.1,44.73,146.0
1663,16130,PARMA,10.28,44.82,50.0
1664,16538,FONNI,9.25,40.12,1022.0
1665,26215,ARENSBURG,22.52,58.22,3.0
1666,33934,DZHANKOI,34.38,45.72,13.0
1667,40184,JERUSALEM,35.22,31.78,757.0
1668,40288,AL AZRAQ,36.82,31.83,527.0
1669,60765,GABES,10.1,33.88,4.0
1670,F9503,GUNDELFINGEN UMSPWK.,10.38,48.52,436.0
1671,F9515,GRONAU WEST,7.28,51.32,36.0
1672,F9527,WALBERBERG WEST,6.88,50.85,116.0
1673,K1060,AURICH,7.47,53.45,4.0
1674,K1445,HEIDE/HOLSTEIN,9.1,54.22,12.0
1675,K1584,AROLSEN,9.05,51.38,220.0
1676,K2259,MAYEN,7.23,50.33,230.0
1677,K2561,FRANKFURT/PALMENGAR.,8.65,50.13,107.0
1678,K2649,KOENIGSTEIN/TS.,8.48,50.18,388.0
1679,K2718,KIRCHHEIM/TECK,9.42,48.67,289.0
1680,K2761,BONNDORF,8.35,47.82,876.0
1681,K2890,RASTATT,8.18,48.87,116.0
1682,K3406,BAD FRANKENHAUSEN/KY,11.1,51.35,130.0
1683,K4036,KRONACH,11.33,50.23,305.0
1684,K4102,HEIDENHEIM,10.13,48.67,500.0
1685,K4179,KREUTH,11.75,47.65,793.0
1686,K4501,MALLERSDORF/NDB.,12.25,48.78,410.0
1687,N0101,BALDERSCHWANG,10.1,47.47,1050.0
1688,N0197,GOTTMADINGEN,8.78,47.73,430.0
1689,N0311,GUTACH/BR.,8.02,48.12,302.0
1690,N0474,WERTINGEN,10.68,48.57,430.0
1691,N0674,ABENSBERG-SANDHARL.,11.82,48.83,380.0
1692,N0778,NEUSTADT/DONAU,11.77,48.87,360.0
1693,N1107,NEUFFEN,9.4,48.55,480.0
1694,N1265,HOHENFELS,11.85,49.2,423.0
1695,N1429,NEUKIRCHEN-SEIGHS.,9.35,50.92,380.0
1696,N2028,FRIEDEBURG-HORSTEN,7.93,53.45,3.0
1697,N2173,PASEWALK,14.0,53.5,10.0
1698,N2254,RUESSELSHEIM,8.45,49.98,87.0
1699,N2395,WOLGAST,13.78,54.05,8.0
1700,N2603,BODENKIRCHEN-AICH,12.4,48.43,464.0
1701,N3002,MUENCHBERG,11.8,50.2,545.0
1702,N3114,COESFELD,7.18,51.95,84.0
1703,N3334,GRAEFENBERG,11.25,49.65,477.0
1704,N3729,BISCHOFSHEIM/RHOEN,10.0,50.4,465.0
1705,N4116,HANAU,8.95,50.1,102.0
1706,N4359,LEHRTE,9.98,52.38,60.0
1707,N4655,BAD GANDERSHEIM,10.03,51.87,154.0
1708,N5250,RUDOLSTADT,11.37,50.73,193.0
1709,N5791,SANGERHAUSEN,11.32,51.48,185.0
1710,N6241,MENGERSKIRCHEN,8.15,50.57,412.0
1711,N7012,BAD OLDESLOE,10.4,53.82,15.0
1712,N7314,WEISSWASSER,14.62,51.5,155.0
1713,N7651,ORANIENBURG,13.2,52.75,35.0
1714,N8204,BRUEHL,6.92,50.83,61.0
1715,N8403,BAD MUENSTEREIFEL,6.77,50.55,320.0
1716,N8625,STADERSAND,9.53,53.63,5.0
1717,N8829,LUEDENSCHEID,7.63,51.22,444.0
1718,N9154,SUHL,10.67,50.62,505.0
1719,N9530,HALTERN,7.2,51.73,40.0
1720,P0004,AACHEN-RICHTERICH,6.05,50.82,240.0
1721,P0016,GR.FELDBG./TS.,8.47,50.23,880.0
1722,P0028,HOECHSTADT,10.83,49.68,272.0
1723,P0040,POTSDAM-ZENTRUM/LUB,13.07,52.4,31.0
1724,P0064,PLOECKENSTEIN,13.87,48.78,1378.0
1725,P0076,BRIXEN,11.67,46.72,600.0
1726,P0088,ANNOT,6.7,43.97,600.0
1727,P0101,OF-POST D1,8.4,49.2,259.0
1728,P0113,OF-POST H4,9.75,50.95,351.0
1729,P0126,LINDEWITT,9.15,54.72,20.0
1730,P0138,"HOHEGING, NT",8.12,52.9,15.0
1731,P0150,ST.PETER-ORDING,8.68,54.32,2.0
1732,P0163,BELLAGIO,9.27,45.98,200.0
1733,P0176,BUERSTADT,8.45,49.63,90.0
1734,P0188,PUDERBACH,7.55,50.58,203.0
1735,P0200,LABOE,10.25,54.4,34.0
1736,P0212,KIRCHHERTEN,6.47,51.0,88.0
1737,P0224,BAESWEILER,6.18,50.9,110.0
1738,P0239,MARBELLA,-4.88,36.52,30.0
1739,P0251,LENNINGEN,9.5,48.57,360.0
1740,P0263,PFAFFENHOFEN,11.3,48.3,428.0
1741,P0278,NEUNKIRCHEN/SAARLAND,7.1,49.2,224.0
1742,P0291,DOEBELN,13.07,51.07,210.0
1743,P0305,SONNENBERG,16.48,47.88,484.0
1744,P0330,HORN,8.95,51.88,210.0
1745,P0346,GETTORF,9.98,54.42,10.0
1746,P0358,ABLASS,12.95,51.22,150.0
1747,P0370,ISOLA 2000,7.2,44.13,2000.0
1748,P0383,SCHNALSTAL,10.9,46.73,2000.0
1749,P0395,WOLFSBERG,14.98,46.78,463.0
1750,P0423,SPAIN_NEW_02,-4.58,43.25,758.0
1751,P0435,GRUEPPENBUEHREN,8.55,53.07,33.0
1752,P0449,AMPUGNANO,11.25,43.25,194.0
1753,P0461,BORAS,13.6,57.5,219.0
1754,P0473,AESNEN,14.8,56.6,160.0
1755,P0497,MELCHSEE-FRUTT,8.27,46.77,1920.0
1756,P0509,SASSENBERG,8.05,51.98,60.0
1757,P0521,LOVIISA,26.22,60.45,1.0
1758,P0533,GUNDREMMINGEN,10.4,48.52,433.0
1759,P0545,ASTI,8.22,44.9,122.0
1760,P0557,LINARES,-3.63,38.08,411.0
1761,P0602,GLADBECK,6.97,51.58,64.0
1762,P0627,BEVERGERN,7.6,52.27,45.0
1763,P0639,TWIST,7.12,52.63,20.0
1764,W3609,CABO S.VICENTE,-9.0,36.48,0.0
1765,W4505,NDL.GIJON,-5.13,44.6,0.0
1766,W5011,FASTNET,-10.55,50.45,0.0
1767,W5602,FORTH,-1.52,56.48,0.0
1768,E3231,PORT-SAID,31.22,32.03,0.0
1769,E3534,CRUSADE-N,34.47,35.28,0.0
1770,E3712,PANTELLERIA,12.0,37.0,0.0
1771,E3826,SAMOSSEE,26.2,37.9,0.0
1772,E4023,AEGAEIS-NW.,23.0,39.75,0.0
1773,E4218,ADRIA-SUED,17.77,41.97,0.0
1774,E4435,SCHW.MEER6,35.25,43.85,0.0
1775,E5305,IJSSELMEER,5.4,52.7,0.0
1776,E5409,ELBEMUENDUNG,8.1,54.0,0.0
1777,E5511,BELTE/SUND,10.73,55.5,0.0
1778,E5616,KALMAR-SUND-S,16.2,56.2,0.0
1779,E5820,ZENTR.OSTS.,20.18,57.97,0.0
1780,E6026,FINN.MEERB.,26.0,60.0,0.0
1781,A512,HEIDE,9.07,54.17,9.0
1782,E726,NEMDEN,8.2,52.22,130.0
1783,F618,FLAEMING,12.6,52.03,110.0
1784,G214,KOESLAU,10.67,50.07,400.0
1785,G237,SCHWARZENAU,10.22,49.8,200.0
1786,G258,EDELSFELD,11.7,49.58,528.0
1787,G280,SOMMERTSHOF,11.67,49.27,549.0
1788,G307,KALTENBERG,12.05,48.85,420.0
1789,G331,EDELSHAUSEN,11.28,48.6,400.0
1790,G354,ROTTHALMUENSTER,13.2,48.37,360.0
1791,G376,BERGHAM,12.25,48.08,487.0
1792,G406,DOBITSCHEN,12.32,50.93,248.0
1793,G421,OBERWEISSBACH,11.13,50.58,682.0
1794,G482,TOITZ,12.98,53.97,7.0
1795,H401,GELDERN-WALBECK,6.23,51.5,40.0
1796,H746,MOITZFELD,7.18,50.97,133.0
1797,J736,BALTERSWEILER,7.17,49.48,289.0
1798,K250,MAYEN,7.23,50.32,275.0
1799,K471,SIMMERN-WAHLBACH,7.6,50.0,445.0
1800,K597,NIERSTEIN,8.33,49.87,169.0
1801,K695,EICH,8.38,49.75,89.0
1802,K892,SCHIFFERSTADT,8.35,49.42,102.0
1803,L314,ANGELBURG-FRECHENHAU,8.43,50.82,435.0
1804,L641,ECHZELL SCHWALHEIM,8.9,50.4,130.0
1805,L912,ALLMENDFELD,8.52,49.77,90.0
1806,N013,ROSSLA,11.33,51.5,100.0
1807,O252,SCHOENBORN,13.72,51.32,174.0
1808,P159,HIRSCHAID,11.02,49.82,268.0
1809,P452,TB EICHELBERG,12.12,49.2,415.0
1810,P805,ALLGAEUER TOR,10.28,47.87,720.0
1811,Q247,BESIGHEIM,9.18,48.98,300.0
1812,X001,SWIS-PUNKT,9.5,51.17,160.0
1813,X013,ELBEN,7.83,50.75,500.0
1814,X025,SWIS-PUNKT,11.67,50.25,700.0
1815,X037,SWIS-PUNKT,10.67,51.83,700.0
1816,X050,SWIS-PUNKT,13.5,53.83,50.0
1817,X088,SWIS-PUNKT,10.5,51.67,700.0
1818,X102,SWIS-PUNKT,11.08,49.5,320.0
1819,X115,SWIS-PUNKT,9.57,51.75,500.0
1820,X127,SWIS-PUNKT,9.52,47.67,449.0
1821,X139,SWIS-PUNKT,8.52,49.47,103.0
1822,X151,SWIS-PUNKT,7.4,49.22,377.0
1823,X211,SWIS-PUNKT,11.47,47.65,1100.0
1824,X223,SWIS-PUNKT,12.72,48.57,500.0
1825,X235,SWIS-PUNKT,10.88,49.25,500.0
1826,X247,SWIS-PUNKT,10.3,49.6,500.0
1827,X259,SWIS-PUNKT,10.08,50.52,700.0
1828,X271,SWIS-PUNKT,8.47,48.8,500.0
1829,X283,SWIS-PUNKT,7.83,47.62,500.0
1830,X295,SWIS-PUNKT,7.53,49.55,500.0
1831,X307,SWIS-PUNKT,6.48,50.58,500.0
1832,X319,SWIS-PUNKT,8.53,50.38,500.0
1833,X331,SWIS-PUNKT,9.12,51.95,300.0
1834,X344,SWIS-PUNKT,8.67,51.28,700.0
1835,X356,SWIS-PUNKT,9.25,51.58,300.0
1836,X368,SWIS-PUNKT,10.55,51.78,900.0
1837,X380,SWIS-PUNKT,10.7,51.68,500.0
1838,X396,SWIS-PUNKT,10.77,50.27,300.0
1839,X408,SWIS-PUNKT,12.03,49.88,900.0
1840,X420,SWIS-PUNKT,13.52,48.67,500.0
1841,X433,SWIS-PUNKT,13.65,50.75,700.0
1842,X445,SWIS-PUNKT,11.17,50.73,500.0
1843,X457,SWIS-PUNKT,12.37,51.62,100.0
1844,X469,SWIS-PUNKT,13.42,51.97,100.0
1845,X481,BOHLENDORF,13.28,54.6,7.0
1846,Z923,LINDERSPITZE-RINNE,11.3,47.43,2300.0
1847,F9706,FARNBOROUGH,-0.78,51.28,73.0
1848,F9731,ISTANBUL AIRPORT,28.75,41.27,99.0
1849,26518,LAUKUVA,22.23,55.6,165.0
1850,01481,MELSOM,10.35,59.23,26.0
1851,02520,SATENAS,12.72,58.43,54.0
1852,02664,RONNEBY,15.28,56.27,58.0
1853,03026,STORNOWAY,-6.32,58.22,9.0
1854,03162,ESKDALEMUIR,-3.2,55.32,242.0
1855,03321,HAWARDEN,-2.98,53.17,10.0
1856,03560,BEDFORD,-0.48,52.22,85.0
1857,03781,KENLEY,-0.08,51.3,170.0
1858,03917,BELFAST,-6.22,54.65,81.0
1859,06060,KARUP,9.12,56.3,52.0
1860,06260,DE BILT,5.18,52.1,2.0
1861,06380,MAASTRICHT,5.78,50.92,114.0
1862,06496,ELSENBORN,6.18,50.47,564.0
1863,06621,GUETTINGEN,9.28,47.6,440.0
1864,06638,LANGNAU I.E.,7.82,46.93,745.0
1865,06660,ZUERICH (TOWN/VILLE),8.57,47.38,556.0
1866,06681,ST.GALLEN,9.4,47.43,779.0
1867,06705,CHANGINS,6.23,46.4,430.0
1868,06744,GRIMSEL-HOSPIZ,8.33,46.57,1980.0
1869,06778,BUFFALORA,10.27,46.65,1968.0
1870,06794,ROBBIA,10.07,46.35,1078.0
1871,07028,LA HEVE,0.07,49.52,100.0
1872,07130,RENNES,-1.73,48.07,37.0
1873,07200,PENMARCH,-4.37,47.8,6.0
1874,07306,LA ROCHE-SUR-YON,-1.38,46.7,90.0
1875,07491,CHAMBERY - AIX,5.88,45.65,235.0
1876,07630,TOULOUSE,1.37,43.63,152.0
1877,07754,CALVI,8.8,42.53,46.0
1878,08027,SAN SEBASTIAN/IGUEL.,-2.05,43.3,258.0
1879,08181,BARCELONA,2.07,41.28,4.0
1880,08373,IBIZA,1.38,38.87,17.0
1881,08562,BEJA,-7.87,38.02,246.0
1882,10033,FLENSBURG,9.5,54.83,27.0
1883,10126,WITTMUNDHAVEN,7.67,53.55,8.0
1884,10161,BOLTENHAGEN,11.18,54.0,15.0
1885,10246,FASSBERG,10.18,52.92,75.0
1886,10309,AHAUS,6.93,52.08,46.0
1887,10361,MAGDEBURG,11.58,52.12,79.0
1888,10424,WERL,7.88,51.58,85.0
1889,10458,HARZGERODE,11.13,51.65,404.0
1890,10500,GEILENKIRCHEN,6.05,50.97,90.0
1891,10548,MEININGEN,10.38,50.57,450.0
1892,10582,ZINNWALD-G.,13.75,50.73,877.0
1893,10648,MICHELSTADT-V.,9.1,49.72,453.0
1894,10729,MANNHEIM,8.55,49.52,96.0
1895,10771,KUEMMERSBRUCK,11.9,49.43,419.0
1896,10836,STOETTEN,9.87,48.67,734.0
1897,10895,FUERSTENZELL,13.35,48.55,476.0
1898,11010,LINZ FL.,14.18,48.23,298.0
1899,11053,RIED IM INNKREIS,13.48,48.22,431.0
1900,11120,INNSBRUCK FL.,11.35,47.27,581.0
1901,11157,AIGEN/ENNS,14.13,47.53,638.0
1902,11231,KLAGENFURT FL.,14.33,46.65,448.0
1903,11310,ISCHGL,10.32,46.98,2327.0
1904,11438,TUSIMICE,13.33,50.38,322.0
1905,11628,KRAMOLIN-KOSETICE,15.08,49.58,534.0
1906,11782,OSTRAVA/MOSNOV,18.12,49.68,257.0
1907,11933,STREBSKE PLESO,20.08,49.12,1354.0
1908,12195,SUWALKI,22.95,54.13,184.0
1909,12330,POSEN,16.83,52.42,86.0
1910,12469,SULEJOW,19.87,51.35,188.0
1911,12580,RZESZOW-JASIONKA,22.05,50.1,200.0
1912,12843,BUDAPEST/LORINC,19.18,47.43,138.0
1913,13262,LOZNICA,19.23,44.55,121.0
1914,13489,VRANJE,21.92,42.55,433.0
1915,14431,ZADAR,15.35,44.1,82.0
1916,14640,LIVNO,17.02,43.83,724.0
1917,15247,TIMISOARA,21.25,45.77,86.0
1918,16021,PASSO ROLLE,11.78,46.3,2004.0
1919,16088,BRESCIA/GHEDI,10.28,45.42,102.0
1920,16230,PESCARA,14.2,42.43,10.0
1921,16362,LAMEZIA TERME,16.25,38.9,15.0
1922,16606,SERRAI,23.57,41.07,33.0
1923,16684,SKYROS,24.48,38.97,27.0
1924,16749,RHODOS,28.08,36.4,4.0
1925,17060,ISTANBUL,28.82,40.97,48.0
1926,26524,SIAULIAI,23.32,55.93,106.0
1927,33261,KONOTOP,33.2,51.23,144.0
1928,40199,EILAT,34.95,29.55,12.0
1929,60150,MEKNES,-5.53,33.88,576.0
1930,60566,GHARDAIA,3.8,32.4,468.0
1931,60769,DJERBA,10.78,33.58,6.0
1932,A226,HATTSTEDT,9.03,54.53,5.0
1933,A699,TRAVEMUENDE,10.88,53.97,2.0
1934,B308,KIRCHDORF/POEL,11.43,54.0,12.0
1935,B587,RATHEBUR,13.78,53.73,10.0
1936,B951,KRUEMMEL,12.72,53.27,64.0
1937,E095,RUTHENSTROM,9.42,53.72,7.0
1938,E246,SCHWANEWEDE-NEUENKIR,8.52,53.22,1.0
1939,E438,BASSUM,8.7,52.87,40.0
1940,E626,ALFHAUSEN,7.92,52.48,65.0
1941,E732,HAMELN,9.38,52.08,68.0
1942,E805,OTTENSTEIN,9.4,51.95,295.0
1943,E950,HERZBERG-LONAU,10.37,51.68,340.0
1944,F178,NEURUPPIN-GUEHLEN GL,12.77,53.05,89.0
1945,F431,BERGE,12.78,52.62,40.0
1946,F681,NEU MADLITZ,14.25,52.37,46.0
1947,G006,BERLIN-KANISWALL,13.73,52.4,33.0
1948,H203,KLEVE,6.1,51.77,46.0
1949,H372,DELBRUECK,8.57,51.78,88.0
1950,H492,BORGENTREICH,9.23,51.57,206.0
1951,H606,HEINSBERG-SCHLEIDEN,6.1,51.03,57.0
1952,H721,BEDBURG-WEILER HOHEN,6.52,51.02,101.0
1953,H908,MONSCHAU-KALTERHERBE,6.22,50.52,535.0
1954,K026,WALLMENROTH,7.83,50.78,172.0
1955,K219,LISSENDORF,6.62,50.32,407.0
1956,K318,DENSBORN,6.6,50.13,308.0
1957,K440,MANDERSCHEID,6.8,50.1,413.0
1958,K557,"SEESBACH, KR. BAD KR",7.53,49.85,394.0
1959,K711,OBERZERF,6.68,49.58,370.0
1960,K918,ZWEIBRUECKEN (KLAERA,7.33,49.25,225.0
1961,L121,TWISTETAL-MUEHLHAUS.,8.92,51.33,295.0
1962,L291,ESCHWEGE,10.07,51.18,170.0
1963,L483,HAUNETAL-WEHRDA,9.67,50.73,257.0
1964,L635,BAD NAUHEIM,8.77,50.37,142.0
1965,L803,RUEDESHEIM-PRESBERG,7.88,50.05,403.0
1966,L930,REINHEIM,8.82,49.82,165.0
1967,M348,DACHWIG,10.87,51.07,173.0
1968,M565,BOBECK,11.8,50.9,344.0
1969,M833,FRAUENWALD,10.87,50.58,768.0
1970,N158,BALLERSTEDT,11.72,52.73,35.0
1971,N435,BOTTMERSDORF-KLEIN G,11.42,52.02,83.0
1972,N620,QUEDLINBURG,11.13,51.8,142.0
1973,O025,BAD MUSKAU,14.7,51.57,125.0
1974,O348,GARSEBACH BEI MEISSE,13.43,51.13,157.0
1975,O598,BERTSDORF-HOERNITZ,14.75,50.9,270.0
1976,O882,TANNENBERG,12.93,50.62,532.0
1977,P033,BAD KOENIGSHOFEN,10.45,50.28,288.0
1978,P079,LUDWIGSCHORGAST,11.57,50.12,336.0
1979,P125,ARNSTEIN-MUEDESHEIM,9.92,49.97,220.0
1980,P175,HEINERSREUTH-VOLLHOF,11.52,49.97,350.0
1981,P228,BUETTHARD,9.88,49.62,263.0
1982,P270,PLECH,11.47,49.65,443.0
1983,P308,NEUBURG/KAMMEL-LANGE,10.38,48.32,495.0
1984,P352,EDELSFELD,11.7,49.58,535.0
1985,P379,RODING-NEUBAEU,12.42,49.23,388.0
1986,P425,THALMAESSING,11.22,49.08,417.0
1987,P468,AHOLFING,12.47,48.93,330.0
1988,P535,INGOLSTADT (FLUSSMEI,11.45,48.77,360.0
1989,P581,KIRCHBERG/NIEDERBAYE,13.13,48.9,683.0
1990,P627,SCHROBENHAUSEN,11.28,48.55,409.0
1991,P664,MARKLKOFEN (BETRIEBS,12.57,48.57,400.0
1992,P689,POCKING,13.32,48.4,323.0
1993,P768,EBERSBERG-HALBING,11.98,48.1,592.0
1994,P817,KAUFBEUREN,10.6,47.87,716.0
1995,P860,"DEISENHOFEN, KREIS M",11.58,48.03,585.0
1996,P903,LINDAU (SWN),9.68,47.53,397.0
1997,P929,SCHWANGAU-HORN (LFW),10.72,47.58,796.0
1998,P950,KRUEN,11.28,47.5,873.0
1999,P974,ASCHAU-STEIN,12.3,47.73,680.0
2000,P994,MARKTSCHELLENBERG,13.03,47.7,501.0
2001,Q061,NOTZINGEN,9.47,48.67,325.0
2002,Q222,"KOENIGSBACH-STEIN, E",8.58,48.97,160.0
2003,Q341,SACHSENHEIM,9.07,48.95,250.0
2004,Q412,IHRINGEN,7.63,48.03,193.0
2005,Q529,"RIPPOLDSAU, BAD",8.33,48.42,493.0
2006,Q655,BURLADINGEN-HAUSEN,9.07,48.3,682.0
2007,Q731,ESCHBRONN-MARIAZELL,8.47,48.18,714.0
2008,Q790,DEGGENHAUSERTAL-AZEN,9.42,47.8,708.0
2009,Q891,ROT AN DER ROT-BUCH,10.02,47.97,690.0
2010,Q976,FRIEDRICHSHAFEN,9.48,47.65,394.0
2011,Z911,TEGELBERGBAHN,10.78,47.57,1720.0
2012,Z934,WENDELSTEIN-SOIN,12.02,47.7,1580.0
2013,06141,ABED,11.33,54.83,8.0
2014,10840,ULM-MAEHRINGEN,9.92,48.45,593.0
2015,16216,VITERBO,12.05,42.43,300.0
2016,26603,NIDA,21.0,55.3,2.0
2017,26966,ZHLOBIN,30.05,52.9,134.0
2018,33393,LIVIV,23.97,49.8,323.0
2019,33821,DUBASARI,29.13,47.28,135.0
2020,07166,VATRY-AERO,4.17,48.78,179.0
2021,01368,FAGERNES,9.3,61.0,822.0
2022,02512,GOETEBORG,11.88,57.78,20.0
2023,02680,HOBURG,18.15,56.92,40.0
2024,03140,GLASGOW,-4.43,55.87,8.0
2025,03495,COLTISHALL,1.35,52.77,20.0
2026,03890,OXFORD,-1.27,51.75,68.0
2027,06078,ANHOLT,11.55,56.7,7.0
2028,07017,CAMBRAI,3.15,50.22,77.0
2029,08307,POLLENSA,3.1,39.9,2.0
2030,10122,JEVER,7.88,53.53,7.0
2031,10273,BASEPOHL,12.93,53.73,53.0
2032,10389,BERLIN-ALEX.,13.42,52.52,37.0
2033,10487,DRESDEN-STADT,13.73,51.05,113.0
2034,10536,FULDA,9.65,50.55,305.0
2035,10714,ZWEIBRUECKEN,7.4,49.22,345.0
2036,10980,WENDELSTEIN,12.02,47.7,1832.0
2037,11174,ST.MICHAEL,15.0,47.33,580.0
2038,12555,KATOWICE/PYRZOWICE,19.08,50.48,303.0
2039,14653,SARAJEWO,18.33,43.82,510.0
2040,16136,PASSO PORRETTA,11.0,44.02,1313.0
2041,16549,CARLOFORTE / ISOLA,8.32,39.13,12.0
2042,26231,PARNU-SAUGA,24.47,58.42,12.0
2043,33990,JALTA,34.17,44.5,14.0
2044,40292,ER RABBAH,35.75,31.27,920.0
2045,F9504,HANEKENFÄHR UMSPWK.,7.3,52.48,27.0
2046,F9516,SOONWALD WEST 1,7.5,50.33,237.0
2047,F9528,VILLE OST 1,6.9,50.88,57.0
2048,K1083,BORKUM,6.75,53.57,5.0
2049,K1481,ELSFLETH,8.47,53.23,1.0
2050,K1585,ARNSBERG,8.07,51.38,218.0
2051,K2265,MANDERSCHEID,6.8,50.1,403.0
2052,K2588,BAD SCHWALBACH,8.07,50.13,320.0
2053,K2667,BEERFELDEN,8.97,49.57,450.0
2054,K2719,WELZHEIM,9.63,48.88,510.0
2055,K2765,BIBERACH,9.8,48.12,534.0
2056,K2913,BOEBLINGEN,8.97,48.68,445.0
2057,K3414,RASTENBERG,11.42,51.18,200.0
